restart,seed,loglik,n_iter,converged
0,20260917,-2533.3352563484996,13,True
1,20260918,-2456.900921443499,40,True
2,20260919,-2537.9955549507345,42,True
3,20260920,-2376.9047451766096,9,True
4,20260921,-2472.054790198571,13,True
5,20260922,-2381.6898062256128,44,True
6,20260923,-2537.995563256827,42,True
7,20260924,-2381.6898057206176,17,True
8,20260925,-2376.904728163643,8,True
9,20260926,-2472.054791282303,16,True
10,20260927,-2555.719617842885,6,True
11,20260928,-2381.6898058528714,55,True
12,20260929,-2381.689806493987,20,True
13,20260930,-2381.689806096565,55,True
14,20260931,-2472.0547874537942,16,True
15,20260932,-2443.219399566252,21,True
16,20260933,-2537.995439564383,8,True
17,20260934,-2441.8500956214034,23,True
18,20260935,-2376.9047292459795,10,True
19,20260936,-2472.0547847787884,14,True
