restart,seed,loglik,n_iter,converged
0,20260917,-3738.4631399695622,27,True
1,20260918,-3769.6314600328083,14,True
2,20260919,-3769.6314528505527,18,True
3,20260920,-3776.716749652086,14,True
4,20260921,-3769.6314631187047,14,True
5,20260922,-3534.417756270643,19,True
6,20260923,-3769.6314524312215,18,True
7,20260924,-3534.4177563559533,19,True
8,20260925,-3738.4631403374365,21,True
9,20260926,-3534.4177563930393,17,True
10,20260927,-3534.417756031049,22,True
11,20260928,-3635.588879655165,28,True
12,20260929,-3534.417756383861,18,True
13,20260930,-3635.588881495312,27,True
14,20260931,-3738.4631407825486,25,True
15,20260932,-4107.311571527829,20,True
16,20260933,-3748.4629793628674,27,True
17,20260934,-3635.588881773335,25,True
18,20260935,-3551.7814836657667,32,True
19,20260936,-3769.63145223176,15,True
