restart,seed,loglik,n_iter,converged
0,20260917,-3850.5924545955995,40,True
1,20260918,-3711.456441285819,58,True
2,20260919,-3850.5924582321095,39,True
3,20260920,-3711.4564179584013,65,True
4,20260921,-3927.3193269733874,11,True
5,20260922,-3707.276981258763,28,True
6,20260923,-3850.5924582577345,39,True
7,20260924,-3815.4151563867745,50,True
8,20260925,-3850.5924539985895,41,True
9,20260926,-3707.276981300232,21,True
10,20260927,-3923.1250110958235,20,True
11,20260928,-3815.4151717193595,44,True
12,20260929,-3707.2769811581848,25,True
13,20260930,-3815.4151601078224,34,True
14,20260931,-3850.592453791608,41,True
15,20260932,-4274.01214232917,21,True
16,20260933,-3906.0862668817954,18,True
17,20260934,-3815.4151690161793,37,True
18,20260935,-3707.2769811059356,31,True
19,20260936,-3711.456428949595,65,True
