restart,seed,loglik,n_iter,converged
0,20260917,-3933.96778609905,31,True
1,20260918,-3933.9677854293172,36,True
2,20260919,-4173.285420273499,43,True
3,20260920,-3933.967790809487,37,True
4,20260921,-4028.683858345326,51,True
5,20260922,-3933.967787490693,25,True
6,20260923,-3933.9677948615845,38,True
7,20260924,-3933.96779144298,31,True
8,20260925,-3933.967785493758,41,True
9,20260926,-3933.9677875385078,27,True
10,20260927,-3939.694722977087,26,True
11,20260928,-4074.347983005871,58,True
12,20260929,-3933.967785597197,28,True
13,20260930,-3933.967789734375,29,True
14,20260931,-3933.9677858501077,37,True
15,20260932,-4045.422219057099,31,True
16,20260933,-4100.850834932778,89,True
17,20260934,-3933.9677848816855,23,True
18,20260935,-3933.967785489123,29,True
19,20260936,-3933.967787265116,37,True
