factor,state,n,ann_mean,ann_std,sharpe,excess_sharpe,sharpe_p05,sharpe_p95,excludes_zero
Mkt-RF,0,211,0.08046255924170616,0.1595298278003929,0.5043731341726426,-0.16320177608774133,0.05777669170231046,0.969871720331897,True
Mkt-RF,1,47,0.19930212765957447,0.11639558104089018,1.7122825959308445,1.0447076856704607,1.0711993230402483,2.4406966597171658,True
SMB,0,211,0.0032473933649289086,0.0884867505239078,0.03669920463461376,0.07093383696746405,-0.34223411236333445,0.40605104190460184,False
SMB,1,47,-0.03186382978723404,0.10693198509196243,-0.29798221514199763,-0.26374758280914734,-0.8616787866065785,0.40326837020047523,False
HML,0,211,0.00012511848341231876,0.11090458629228776,0.001128163294190291,0.029808349346102,-0.4713711356283924,0.4668509661051088,False
HML,1,47,-0.017948936170212777,0.10940763722122498,-0.16405560549598178,-0.13537541944407006,-1.124739221454523,0.8354078831901921,False
RMW,0,211,0.04329099526066351,0.06416305473102929,0.6747028401646213,0.22756785572416244,0.3023120525059256,1.0450975710435249,True
RMW,1,47,-0.016008510638297876,0.10225447225076341,-0.15655560373965313,-0.603690588180112,-0.7737101868571659,0.6129210128143193,False
CMA,0,211,0.014877725118483412,0.0648830356839651,0.22930069411287152,0.18809143532480263,-0.24065023530076696,0.6386606251273543,False
CMA,1,47,-0.051395744680851056,0.07971336647990515,-0.6447569203316402,-0.6859661791197091,-1.4654875707328447,0.1639015107329502,False
UMD,0,211,0.016009478672985782,0.1552907640180273,0.1030935662801381,-0.012473502802726397,-0.3006212948056795,0.6447600236715183,False
UMD,1,47,0.025404255319148944,0.14583471261759087,0.17419896033781895,0.05863189125495445,-0.5705176777951969,1.0382698736804894,False
