restart,seed,loglik,n_iter,converged
0,20260917,-2417.502477030298,13,True
1,20260918,-2313.7743674512326,35,True
2,20260919,-2422.5193081197485,7,True
3,20260920,-2353.444015355176,14,True
4,20260921,-2270.303063843416,10,True
5,20260922,-2247.956595444214,32,True
6,20260923,-2270.303047322366,8,True
7,20260924,-2313.7743674672797,36,True
8,20260925,-2427.5380537790525,7,True
9,20260926,-2353.444016890673,15,True
10,20260927,-2247.956595451434,40,True
11,20260928,-2270.3030466184196,11,True
12,20260929,-2247.9565954442787,34,True
13,20260930,-2353.4440128668466,13,True
14,20260931,-2353.4440169987333,17,True
15,20260932,-2247.956595461976,26,True
16,20260933,-2421.9371789130873,8,True
17,20260934,-2313.774367503311,35,True
18,20260935,-2409.9037812010656,14,True
19,20260936,-2270.30306523314,8,True
