restart,seed,loglik,n_iter,converged
0,20260917,-2157.924097004665,29,True
1,20260918,-2157.9241106545314,15,True
2,20260919,-2280.154027873322,6,True
3,20260920,-2204.767619560194,13,True
4,20260921,-2157.924116493712,21,True
5,20260922,-2075.6108490653555,12,True
6,20260923,-2157.924127556072,29,True
7,20260924,-2084.9381460388036,15,True
8,20260925,-2283.8537088683747,6,True
9,20260926,-2157.9241088043227,33,True
10,20260927,-2108.7201924081314,25,True
11,20260928,-2084.9381425151114,24,True
12,20260929,-2084.938154769436,26,True
13,20260930,-2084.938147788696,22,True
14,20260931,-2157.924141025235,30,True
15,20260932,-2084.938133002156,16,True
16,20260933,-2279.7467762866017,12,True
17,20260934,-2157.9241274244246,28,True
18,20260935,-2157.924112466707,16,True
19,20260936,-2157.9240993692424,27,True
