restart,seed,loglik,n_iter,converged
0,20260917,-1780.094106519975,19,True
1,20260918,-1782.0079666042934,14,True
2,20260919,-1782.0079670653652,18,True
3,20260920,-1782.0079800898075,16,True
4,20260921,-1782.007958638458,15,True
5,20260922,-1779.601346599497,20,True
6,20260923,-1782.0079575496704,16,True
7,20260924,-1777.105177919707,25,True
8,20260925,-1782.0079601384825,18,True
9,20260926,-1792.2285349936844,15,True
10,20260927,-1772.3808519610063,43,True
11,20260928,-1793.1842613174363,13,True
12,20260929,-1779.6013515540806,18,True
13,20260930,-1793.184222241618,11,True
14,20260931,-1782.0079627849877,17,True
15,20260932,-1657.5503533029805,43,True
16,20260933,-1702.6850794419056,27,True
17,20260934,-1780.0941272030245,20,True
18,20260935,-1780.0941231700733,68,True
19,20260936,-1782.0079575148623,16,True
