restart,seed,loglik,n_iter,converged
0,20260917,-2656.716928831372,13,True
1,20260918,-2502.37130797314,9,True
2,20260919,-2649.9530464053946,47,True
3,20260920,-2502.371307433917,7,True
4,20260921,-2575.644689929165,55,True
5,20260922,-2517.939204531178,21,True
6,20260923,-2502.3713080305783,11,True
7,20260924,-2517.939204466681,23,True
8,20260925,-2668.7803888345065,7,True
9,20260926,-2592.4444287163683,16,True
10,20260927,-2680.3708850845824,6,True
11,20260928,-2517.939204499024,39,True
12,20260929,-2517.939204615846,24,True
13,20260930,-2592.444424108767,15,True
14,20260931,-2649.9530525219907,47,True
15,20260932,-2930.573763530667,23,True
16,20260933,-2517.939203691033,39,True
17,20260934,-2559.7738495635267,21,True
18,20260935,-2649.953059435059,15,True
19,20260936,-2592.444425770728,15,True
