restart,seed,loglik,n_iter,converged
0,20260917,-2996.802418736567,16,True
1,20260918,-2974.0361789719905,32,True
2,20260919,-2974.036187579078,30,True
3,20260920,-2974.036182003679,31,True
4,20260921,-2974.036191523628,31,True
5,20260922,-2805.7890409540673,16,True
6,20260923,-2996.8024201463404,26,True
7,20260924,-2969.8893674438737,37,True
8,20260925,-2974.036177611909,27,True
9,20260926,-2894.2547048545684,23,True
10,20260927,-3033.8911711205856,14,True
11,20260928,-2984.737162983045,19,True
12,20260929,-2805.789040953293,20,True
13,20260930,-2936.9309607250066,45,True
14,20260931,-3015.9608553452967,11,True
15,20260932,-2805.789040956223,21,True
16,20260933,-2999.0347361176646,18,True
17,20260934,-3013.7960314885836,17,True
18,20260935,-2996.8024204975222,19,True
19,20260936,-2974.036181699902,31,True
