restart,seed,loglik,n_iter,converged
0,20260917,-4270.671077126459,25,True
1,20260918,-4013.675035089486,24,True
2,20260919,-4270.67108941273,24,True
3,20260920,-4013.6750393295156,31,True
4,20260921,-4013.6750367395043,32,True
5,20260922,-4013.675034389589,29,True
6,20260923,-4013.6750385816413,35,True
7,20260924,-4013.6750335213774,20,True
8,20260925,-4013.675039710755,30,True
9,20260926,-4013.675034777779,22,True
10,20260927,-4019.9671481292,24,True
11,20260928,-4013.6750364941877,20,True
12,20260929,-4013.675033574658,20,True
13,20260930,-4013.6750353708926,21,True
14,20260931,-4013.675039067094,30,True
15,20260932,-4628.399301282595,23,True
16,20260933,-4258.036987754397,14,True
17,20260934,-4013.675035644669,19,True
18,20260935,-4013.6750335459183,20,True
19,20260936,-4013.675036209045,20,True
