restart,seed,loglik,n_iter,converged
0,20260917,-1896.10047271648,19,True
1,20260918,-1893.0708132566665,34,True
2,20260919,-1893.0708061302187,34,True
3,20260920,-1893.0708179428466,34,True
4,20260921,-1893.0708230299988,35,True
5,20260922,-1901.797982135481,23,True
6,20260923,-1893.0708100489564,34,True
7,20260924,-1859.2120070925334,22,True
8,20260925,-1893.0708179473077,34,True
9,20260926,-1807.4426098334454,21,True
10,20260927,-1877.6869362043067,36,True
11,20260928,-1902.397575357532,12,True
12,20260929,-1900.6083420958264,17,True
13,20260930,-1902.3975742113048,12,True
14,20260931,-1893.0708116155017,34,True
15,20260932,-1751.5311481768183,124,True
16,20260933,-1898.0346266651557,12,True
17,20260934,-1893.0708158970076,42,True
18,20260935,-1902.3975757183198,11,True
19,20260936,-1893.0708099458839,35,True
