factor,state,n,ann_mean,ann_std,sharpe,excess_sharpe,sharpe_p05,sharpe_p95,excludes_zero
Mkt-RF,0,163,0.10353128834355826,0.15801404667210492,0.6552030691195202,-0.01237184114086376,0.1021567789946951,1.2530237743862391,True
Mkt-RF,1,95,0.09967578947368419,0.14469086763100106,0.6888879105202623,0.021313000259878367,0.20393251883472793,1.2441572684607705,True
SMB,0,163,0.01801472392638037,0.09179231782372609,0.19625524611956147,0.23048987845241176,-0.23441596581606985,0.5815617746882538,False
SMB,1,95,-0.039461052631578945,0.09183162941630839,-0.42971090551695085,-0.39547627318410056,-0.8840735668316824,0.05951222264550387,False
HML,0,163,0.0014944785276073608,0.11193066697919173,0.013351823659598036,0.04203200971150974,-0.5098082568453846,0.5167407746282368,False
HML,1,95,-0.011166315789473687,0.10838352791960644,-0.10302594871940603,-0.07434576266749432,-0.6776500204873475,0.49609961579677614,False
RMW,0,163,0.0442601226993865,0.06558273703117913,0.6748745889996096,0.2277396045591507,0.22066044180139127,1.1433086307832863,True
RMW,1,95,0.012290526315789467,0.0834685424110691,0.14724740555861882,-0.2998875788818401,-0.3669767619457575,0.7133574931589127,False
CMA,0,163,0.010373006134969323,0.05742519360623414,0.18063510949736208,0.1394258507092932,-0.3158398001170751,0.6301134749205494,False
CMA,1,95,-0.010181052631578948,0.08341704805335089,-0.12205002297692759,-0.16325928176499646,-0.6715129164570158,0.4418056722472365,False
UMD,0,163,0.0014944785276073556,0.1645903110960758,0.009079990903808352,-0.10648707817905614,-0.4261400038126683,0.627308581856136,False
UMD,1,95,0.045562105263157904,0.13226778883827212,0.34446863944227635,0.22890157035941183,-0.11083850695565836,0.8518390753605509,False
