restart,seed,loglik,n_iter,converged
0,20260917,-3986.064000490706,58,True
1,20260918,-3840.8515032121513,37,True
2,20260919,-3840.8515002149084,38,True
3,20260920,-3840.85150230055,44,True
4,20260921,-3840.85150065587,38,True
5,20260922,-3840.851499746671,25,True
6,20260923,-3840.851498297953,39,True
7,20260924,-3840.8514980822542,25,True
8,20260925,-3840.851503649316,40,True
9,20260926,-3840.851502011231,25,True
10,20260927,-4075.796904644643,27,True
11,20260928,-3968.9284804110353,53,True
12,20260929,-3840.8514975798203,28,True
13,20260930,-3846.2788914424414,35,True
14,20260931,-3840.8514984048834,38,True
15,20260932,-3959.493386065088,42,True
16,20260933,-3846.278856746765,29,True
17,20260934,-3840.8514994880575,25,True
18,20260935,-4049.088785037348,34,True
19,20260936,-3840.851499741104,43,True
