restart,seed,loglik,n_iter,converged
0,20260917,-3174.4248811116,38,True
1,20260918,-3216.5214629630827,16,True
2,20260919,-3174.424882085728,43,True
3,20260920,-3127.945203887526,40,True
4,20260921,-3216.5214643100126,16,True
5,20260922,-3001.978819703903,19,True
6,20260923,-3251.7245213834026,14,True
7,20260924,-3137.0821822676767,40,True
8,20260925,-3127.9452054613266,40,True
9,20260926,-3160.607617600623,21,True
10,20260927,-3155.508403244046,70,True
11,20260928,-3001.978819697292,43,True
12,20260929,-3215.9707530169167,26,True
13,20260930,-3231.5209103155225,53,True
14,20260931,-3252.101962161143,11,True
15,20260932,-3001.9788197042776,26,True
16,20260933,-3023.373688943245,36,True
17,20260934,-3160.2656237681094,26,True
18,20260935,-3139.302846342804,36,True
19,20260936,-3127.945204688189,40,True
