restart,seed,loglik,n_iter,converged
0,20260917,-3064.4944154015766,21,True
1,20260918,-3099.862335956491,22,True
2,20260919,-3099.982233003701,28,True
3,20260920,-3099.862346445152,22,True
4,20260921,-3099.862332488376,22,True
5,20260922,-2903.6769228192497,16,True
6,20260923,-3068.983928298947,33,True
7,20260924,-2903.6769228192875,43,True
8,20260925,-3068.9839516157012,41,True
9,20260926,-2903.676922812738,21,True
10,20260927,-3154.0902674922404,16,True
11,20260928,-3067.190731530776,55,True
12,20260929,-2903.676922815989,36,True
13,20260930,-2903.676922818659,19,True
14,20260931,-3068.983939720467,35,True
15,20260932,-3435.412922503715,22,True
16,20260933,-3009.7683370533628,27,True
17,20260934,-3067.7092570905197,23,True
18,20260935,-3009.7683212816846,34,True
19,20260936,-3099.862333204948,23,True
