restart,seed,loglik,n_iter,converged
0,20260917,-2828.847436025684,35,True
1,20260918,-2837.176918205344,11,True
2,20260919,-2831.1220380534564,45,True
3,20260920,-2700.613660815237,8,True
4,20260921,-2700.613659343068,10,True
5,20260922,-2846.6187039745128,47,True
6,20260923,-2837.176927294705,13,True
7,20260924,-2867.098209391145,41,True
8,20260925,-2700.6136599172833,9,True
9,20260926,-2700.6136642709243,14,True
10,20260927,-2925.562576993271,6,True
11,20260928,-2837.17691270471,13,True
12,20260929,-2684.4764630125537,17,True
13,20260930,-2878.9706257605417,17,True
14,20260931,-2837.176920139102,13,True
15,20260932,-2873.0806371655826,20,True
16,20260933,-2831.122041842311,31,True
17,20260934,-2846.6187061759256,46,True
18,20260935,-2823.312730867365,29,True
19,20260936,-2837.1769124488087,12,True
