restart,seed,loglik,n_iter,converged
0,20260917,-3592.2017987366576,14,True
1,20260918,-3616.757986620538,16,True
2,20260919,-3410.530446787786,53,True
3,20260920,-3410.5304571647926,54,True
4,20260921,-3616.75800391909,13,True
5,20260922,-3395.497160547065,20,True
6,20260923,-3592.2018019980155,16,True
7,20260924,-3476.4712472350034,79,True
8,20260925,-3410.5304455278797,53,True
9,20260926,-3531.3383819597516,20,True
10,20260927,-3656.4591862194798,17,True
11,20260928,-3531.338379991531,22,True
12,20260929,-3500.584263401346,28,True
13,20260930,-3531.338381872302,18,True
14,20260931,-3592.2018112141122,16,True
15,20260932,-3964.7084529153285,20,True
16,20260933,-3395.497160721257,26,True
17,20260934,-3531.338372818872,17,True
18,20260935,-3616.7579877686926,14,True
19,20260936,-3410.5304544060205,53,True
