restart,seed,loglik,n_iter,converged
0,20260917,-1643.0649691786641,31,True
1,20260918,-1657.6758238888453,37,True
2,20260919,-1657.6758227814928,37,True
3,20260920,-1657.6758172955401,35,True
4,20260921,-1657.6758435982106,37,True
5,20260922,-1643.0649692502693,17,True
6,20260923,-1657.6759045580575,31,True
7,20260924,-1643.0649309743744,19,True
8,20260925,-1657.6758715589929,32,True
9,20260926,-1651.646890104176,19,True
10,20260927,-1642.849443783635,23,True
11,20260928,-1657.6758549371546,24,True
12,20260929,-1626.7133100751912,20,True
13,20260930,-1655.843323282962,14,True
14,20260931,-1657.6758845269333,32,True
15,20260932,-1577.0174498872418,38,True
16,20260933,-1645.6622502090918,13,True
17,20260934,-1647.0434912127043,17,True
18,20260935,-1657.675853563178,30,True
19,20260936,-1657.6758352240029,33,True
