date,p0,p1,p2,p3
1994-12-31,2.87335706028029e-75,2.5107352802025374e-66,5.891153404302645e-09,0.9999999941087481
1995-01-31,2.5107352802013957e-66,6.927849472562969e-59,8.91742405255516e-08,0.9999999108258675
1995-02-28,6.927849472556668e-59,1.2363412784316313e-55,1.517511317860744e-07,0.9999998482490016
1995-03-31,6.87980360159609e-56,5.878027481152899e-47,2.3376273427024115e-09,0.9999999976625986
1995-04-30,1.48734197434646e-50,7.171818255650092e-40,1.8241836510891358e-09,0.9999999981760084
1995-05-31,7.170540593067452e-40,3.914129088880736e-37,3.3722312960576525e-08,0.999999966277756
1995-06-30,3.914129088708082e-37,3.2977320521531166e-42,1.9969256940057603e-07,0.9999998003072705
1995-07-31,3.280761123166022e-42,2.0637185405253106e-36,6.075225834949147e-07,0.9999993924772779
1995-08-31,2.0637185405224952e-36,4.75086431419353e-42,3.7499442821130715e-06,0.9999962500557837
1995-09-30,4.750864314189209e-42,2.58169343363687e-45,1.3439178016872728e-05,0.9999865608217925
1995-10-31,2.58169343363687e-45,2.3840728832659483e-45,3.802740597305648e-05,0.9999619725940766
1995-11-30,2.3840728832659483e-45,2.1563249190232544e-49,1.323304232430064e-06,0.9999986766956341
1995-12-31,2.156324919024235e-49,7.495674949723988e-48,3.448228310100832e-06,0.9999965517718344
1996-01-31,7.495674949723988e-48,1.21805436353992e-49,5.409262989190814e-06,0.9999945907371384
1996-02-29,1.2180543635388122e-49,2.2053285962236817e-43,1.6783567709911052e-06,0.9999983216430779
1996-03-31,2.2053285962246846e-43,4.151831470301264e-49,3.129050215816792e-05,0.9999687094980569
1996-04-30,4.1518314702993765e-49,9.177937805395569e-50,1.1868350434358965e-06,0.9999988131651429
1996-05-31,9.177937782332018e-50,4.0366380709028705e-42,1.6747930003679755e-06,0.9999983252069269
1996-06-30,4.0366380709010347e-42,1.0717596996942076e-51,1.0190223035753106e-05,0.9999898097767868
1996-07-31,1.0717596996917707e-51,9.021792596195235e-47,5.330217712052849e-05,0.9999466978228874
1996-08-31,9.021687779862564e-47,1.1386965357424936e-39,5.899769954243659e-05,0.999941002300262
1996-09-30,1.1386584137509391e-39,4.448565488618789e-34,0.0019287333429501134,0.9980712666568591
1996-10-31,4.448478798670012e-34,5.413062548237161e-29,0.012871099429625577,0.9871289005704333
1996-11-30,5.413062548239621e-29,6.510240189092627e-33,0.04606539224613765,0.9539346077539846
1996-12-31,6.510240182058446e-33,1.3937019592346912e-33,0.07606535649026835,0.9239346435097846
1997-01-31,1.3937019592340574e-33,9.393390636193088e-39,0.1325962854019991,0.8674037145979251
1997-02-28,9.393390636193088e-39,2.989760269692745e-45,0.5150167467069056,0.4849832532932105
1997-03-31,2.989760269628844e-45,2.758121696196588e-45,0.7535050619241481,0.24649493807567238
1997-04-30,2.7581216961953337e-45,6.778100969569147e-47,0.9984312131427576,0.0015687868571407392
1997-05-31,6.778100969470512e-47,1.0047176364405007e-44,0.9998779320170379,0.0001220679831786767
1997-06-30,1.0035031295823013e-44,1.2997323809161382e-36,0.9999997067944125,2.9320550492850085e-07
1997-07-31,1.2997323809167292e-36,2.90701663636712e-47,0.9999998190319438,1.8096791302677586e-07
1997-08-31,2.9070166211725333e-47,4.624663059134278e-41,0.999999930291781,6.970829141996857e-08
1997-09-30,4.62466305911535e-41,4.8156255784594125e-40,0.9999996789456933,3.210544704889295e-07
1997-10-31,4.8156197003851255e-40,6.948163942412446e-35,0.9999999997712621,2.2891587158872427e-10
1997-11-30,6.948163941900582e-35,2.6061033703914e-36,0.9999999871261025,1.2873686815219575e-08
1997-12-31,2.606103369554706e-36,1.3000121977474765e-34,0.9999999994552127,5.446017027254955e-10
1998-01-31,1.3000121977468853e-34,1.7923174609896227e-34,0.9999999941669557,5.832947763129692e-09
1998-02-28,1.7923174609896227e-34,1.4250581201438695e-37,0.9999999788205971,2.1179211801016216e-08
1998-03-31,1.4250581159678905e-37,1.0725158299952704e-35,0.9999999999636202,3.626932146006487e-11
1998-04-30,1.0724711730979195e-35,3.837476009314302e-30,0.9999999981832843,1.8166802497369312e-09
1998-05-31,3.837475988347142e-30,3.023050601921528e-31,0.9999999892879714,1.0711952334116527e-08
1998-06-30,3.023050601920153e-31,8.967793381800102e-35,0.9999998044254617,1.9557434107987488e-07
1998-07-31,8.96768580807865e-35,3.1856768430736693e-26,0.999999805831995,1.941679432679302e-07
1998-08-31,1.5457213390553927e-29,2.505983822314213e-18,0.9999999999809006,1.9276767152804995e-11
1998-09-30,2.0986204055633222e-19,5.072326644223961e-14,0.9999999999740794,2.575779046190667e-11
1998-10-31,5.0717745052403386e-14,2.557500697002862e-16,0.9999997810032495,2.1899689603916284e-07
1998-11-30,2.317463244373917e-16,9.997849779906373e-17,0.9999999548863353,4.511362149963001e-08
1998-12-31,8.943213959689607e-17,1.6223601410985055e-15,0.9999993680846451,6.319153470399495e-07
1999-01-31,1.6223570399733047e-15,4.7327379872539013e-20,0.9999991016019919,8.983979413629606e-07
1999-02-28,4.6270810864561493e-20,2.48012184581234e-20,0.9999980455082551,1.954491899776681e-06
1999-03-31,2.4753237333859806e-20,3.890835426526138e-19,0.9999987878057326,1.2121943217338226e-06
1999-04-30,3.890780278841315e-19,2.3272341331585546e-21,0.9999992676046485,7.323953708813416e-07
1999-05-31,2.326985573835652e-21,2.870110392492207e-22,0.999962532641137,3.746735903091343e-05
1999-06-30,2.8701103863852922e-22,6.477463330698953e-26,0.9999524913013195,4.750869849018234e-05
1999-07-31,6.477463121654957e-26,3.970478999076634e-28,0.9999963236659188,3.6763342517732578e-06
1999-08-31,3.9704462424383676e-28,1.975705352135042e-27,0.9999999924416443,7.558525724760998e-09
1999-09-30,1.9757053521314482e-27,1.266127471314066e-30,0.9999997648501725,2.3514982291510989e-07
1999-10-31,1.2661274715403429e-30,9.792292550769251e-32,0.9999886035829166,1.1396417183546364e-05
1999-11-30,9.792292550769251e-32,1.311371252802779e-37,0.9999999666056288,3.339454039950783e-08
1999-12-31,1.3113712528021827e-37,9.788382755286152e-46,0.9999999250767387,7.49234567712043e-08
2000-01-31,9.7883827552817e-46,2.5534861077894123e-49,0.9999995178392308,4.821605784910858e-07
2000-02-29,2.5534857428561234e-49,2.742011831300469e-37,0.9968439251950707,0.003156074805038681
2000-03-31,2.7420118313017154e-37,8.341055583947492e-38,0.00011774929620838844,0.9998822507040186
2000-04-30,8.341055583947492e-38,3.1597304479760603e-43,6.121461367408234e-06,0.9999938785386809
2000-05-31,3.159729949346021e-43,3.1337624902848672e-37,3.4106748971259513e-07,0.9999996589327238
2000-06-30,3.1337624900810823e-37,2.0408644237994513e-35,2.6618149771161493e-07,0.9999997338186758
2000-07-31,2.0308186064687139e-35,1.4005038447294242e-28,0.00017271559913781072,0.9998272844008873
2000-08-31,1.4005038447294242e-28,2.194739995940678e-39,0.0002631803877955899,0.9997368196122107
2000-09-30,2.1947557717503804e-39,4.492264159225494e-37,0.836129891153847,0.16387010884620992
2000-10-31,4.492264159223451e-37,7.242142574811655e-41,0.9877622328404649,0.012237767159372142
2000-11-30,7.24214257447244e-41,2.9703085736182518e-31,0.9999463900667873,5.3609933050221254e-05
2000-12-31,2.9703085735993413e-31,1.136829079961771e-27,0.9999798378557765,2.016214421366515e-05
2001-01-31,1.136829079961771e-27,3.571856222314809e-28,0.9970445602467343,0.0029554397534001416
2001-02-28,3.5718561799662647e-28,1.5908632428647136e-23,0.9891756596046366,0.010824340395566463
2001-03-31,1.5908632428661603e-23,5.107282550122867e-33,0.0050780982238097525,0.9949219017762396
2001-04-30,2.992045757794328e-35,2.8283100369514743e-23,1.3084336458213353e-07,0.9999998691564628
2001-05-31,6.850081405335699e-29,1.4682294313405814e-16,3.063432840965034e-14,1.0
2001-06-30,6.732368756427827e-21,4.988076762024707e-10,8.4249482067094795e-19,0.9999999995011422
2001-07-31,6.979582249058319e-14,0.000928735562644789,3.694352561654628e-15,0.9990712644371718
2001-08-31,6.96501293335876e-12,0.9999085273654791,5.990969823948215e-17,9.147262755854859e-05
2001-09-30,1.6852106093972306e-09,0.9999999983147063,1.3681449079484406e-38,5.348988789421221e-16
2001-10-31,1.8549832121558496e-08,0.9999999814499463,6.086858831726167e-48,2.6520271453012203e-27
2001-11-30,1.6475985157734832e-09,0.9999999983524503,1.2074467354925746e-54,4.068107509687644e-37
2001-12-31,1.1328112802247925e-10,0.9999999998867679,1.0264826751396813e-63,1.7797849113544177e-48
2002-01-31,2.0662294873692877e-11,0.9999999999795364,5.633771003234888e-67,2.717266902518757e-64
2002-02-28,1.2847054159284954e-08,0.9999999871529326,1.9686145128350205e-57,2.0044140679351784e-75
2002-03-31,8.825599776635733e-09,0.9999999911742634,1.5511191071950812e-40,7.562106987327751e-68
2002-04-30,2.2668999780284103e-08,0.9999999773308448,7.383893723599917e-38,8.317607451338416e-49
2002-05-31,3.9674732796472535e-08,0.9999999603251134,7.795025567997677e-32,3.4033926794010894e-46
2002-06-30,8.199847327169531e-06,0.9999918001526242,6.313429496172637e-32,8.65527168867639e-43
2002-07-31,0.0037208801677617153,0.9962791198320413,1.3184613977610107e-44,5.9619389751181515e-46
2002-08-31,0.08973337021295677,0.9102666297871652,2.3915387855259404e-39,9.972505969945918e-62
2002-09-30,0.817719724522956,0.18228027547686074,4.2964502214597023e-38,3.199510676050704e-60
2002-10-31,0.9962583926208725,0.0037416073789811573,2.181784944264674e-47,1.4702607641659644e-57
2002-11-30,0.9998554129819934,0.000144587017953536,1.7901286465627968e-42,5.9076503169276235e-67
2002-12-31,0.9999999847486835,1.5251207291398013e-08,5.0186953866755766e-45,4.530816630028844e-64
