restart,seed,loglik,n_iter,converged
0,20260917,-1634.6099208532144,65,True
1,20260918,-1688.184382124395,15,True
2,20260919,-1663.3091164015411,13,True
3,20260920,-1655.7849677670436,14,True
4,20260921,-1680.6209189972067,7,True
5,20260922,-1679.9009365179984,16,True
6,20260923,-1663.3091164572375,16,True
7,20260924,-1654.245815997174,14,True
8,20260925,-1663.3091169854265,17,True
9,20260926,-1663.3091120528798,18,True
10,20260927,-1688.2776825460653,8,True
11,20260928,-1655.7849453023834,25,True
12,20260929,-1679.900867836749,12,True
13,20260930,-1663.309099251449,11,True
14,20260931,-1654.24581570817,21,True
15,20260932,-1679.9240760713267,24,True
16,20260933,-1688.2776843610452,7,True
17,20260934,-1826.3482638091425,64,True
18,20260935,-1679.90087105349,13,True
19,20260936,-1655.7849490956087,25,True
