restart,seed,loglik,n_iter,converged
0,20260917,-1389.9250178442812,21,True
1,20260918,-1385.2457494390696,9,True
2,20260919,-1382.3343407383159,8,True
3,20260920,-1366.0327261792131,18,True
4,20260921,-1382.33433918862,13,True
5,20260922,-1382.334338975634,15,True
6,20260923,-1390.4819865504599,25,True
7,20260924,-1385.2457644975018,12,True
8,20260925,-1390.481973818243,26,True
9,20260926,-1390.4819864677768,32,True
10,20260927,-1366.006104300369,23,True
11,20260928,-1382.3343414422561,19,True
12,20260929,-1390.4819971711736,18,True
13,20260930,-1366.0059590703142,13,True
14,20260931,-1382.3343382519715,16,True
15,20260932,-1385.2457659160054,11,True
16,20260933,-1367.5402026700515,13,True
17,20260934,-1393.6352731157485,58,True
18,20260935,-1366.032707269451,22,True
19,20260936,-1390.9000817809251,12,True
