restart,seed,loglik,n_iter,converged
0,20260917,-975.110405501906,25,True
1,20260918,-1004.2060055020349,11,True
2,20260919,-975.1103841137368,17,True
3,20260920,-1004.2060057617343,8,True
4,20260921,-975.5419188563715,20,True
5,20260922,-998.1084591903497,9,True
6,20260923,-975.1101140417819,9,True
7,20260924,-975.1104037245012,17,True
8,20260925,-975.1101164983158,13,True
9,20260926,-1004.2060055048845,18,True
10,20260927,-975.1103973060532,17,True
11,20260928,-975.1104017639328,18,True
12,20260929,-975.1101485621897,7,True
13,20260930,-977.8455100562461,21,True
14,20260931,-975.1103817330486,19,True
15,20260932,-1004.2060054584972,11,True
16,20260933,-975.1103802428155,21,True
17,20260934,-1004.2060055465286,8,True
18,20260935,-975.5419211171737,17,True
19,20260936,-975.1103948447276,17,True
