from_state,to_0,to_1,to_2
0,0.9810638898851862,3.2315632315630506e-10,0.018936109791657416
1,0.010399543055594708,0.9585736387007763,0.031026818243629097
2,0.015432402785719125,0.04630654627024978,0.9382610509440312
