from_state,to_0,to_1,to_2
0,0.9686596848463964,2.0302825283854077e-41,0.031340315153603686
1,0.010879229546776724,0.9675264107423898,0.021594359710833528
2,2.266872678363628e-37,0.05512503891192022,0.9448749610880799
