restart,seed,loglik,n_iter,converged
0,20260917,-2732.288864835019,14,True
1,20260918,-2675.066815203257,11,True
2,20260919,-2693.380480883709,10,True
3,20260920,-2669.948678998824,48,True
4,20260921,-2693.3804578076597,8,True
5,20260922,-2693.3804726646426,17,True
6,20260923,-2675.0668139642557,17,True
7,20260924,-2693.380481433862,13,True
8,20260925,-2707.9945942223626,11,True
9,20260926,-2707.9945947452006,12,True
10,20260927,-2693.380475799155,12,True
11,20260928,-2675.066810136881,11,True
12,20260929,-2693.3804694341293,13,True
13,20260930,-2669.948700860778,48,True
14,20260931,-2669.948701037442,18,True
15,20260932,-2693.380466571184,12,True
16,20260933,-2693.3804760314197,12,True
17,20260934,-2681.5502520939513,51,True
18,20260935,-2709.5963479003385,18,True
19,20260936,-2693.3804692348344,14,True
