restart,seed,loglik,n_iter,converged
0,20260917,-2835.9403560925593,24,True
1,20260918,-2835.9403602847624,25,True
2,20260919,-2880.8239044147213,8,True
3,20260920,-2835.9403518797467,20,True
4,20260921,-2880.8239000109693,10,True
5,20260922,-2835.9403801600474,19,True
6,20260923,-2880.8239166338694,34,True
7,20260924,-2880.823924518353,13,True
8,20260925,-2880.8239175295694,36,True
9,20260926,-2878.6854693721816,21,True
10,20260927,-2877.0669892245305,17,True
11,20260928,-2833.490888358974,30,True
12,20260929,-2880.8239007360917,10,True
13,20260930,-2819.5586886010933,23,True
14,20260931,-2835.9403555641434,20,True
15,20260932,-3023.9557098234327,43,True
16,20260933,-2835.9403699895397,19,True
17,20260934,-2884.5820269054957,25,True
18,20260935,-2833.490885008268,32,True
19,20260936,-2880.8239192968,9,True
