from_state,to_0,to_1,to_2
0,0.9686034508163666,7.887655518334701e-41,0.031396549183633334
1,0.014677100654170102,0.956266673680183,0.029056225665646786
2,3.36452759201962e-43,0.0551030834651512,0.9448969165348488
