restart,seed,loglik,n_iter,converged
0,20260917,-846.5521941577791,45,True
1,20260918,-845.3657687748282,10,True
2,20260919,-846.5522111037499,16,True
3,20260920,-846.5522048111196,18,True
4,20260921,-845.3658936991853,9,True
5,20260922,-845.365903729243,16,True
6,20260923,-845.3659046531599,18,True
7,20260924,-864.0127362439393,6,True
8,20260925,-864.0127367690359,7,True
9,20260926,-865.62587555509,10,True
10,20260927,-847.7923561056181,33,True
11,20260928,-845.3658955533776,17,True
12,20260929,-845.3659035908167,17,True
13,20260930,-865.6258766558731,11,True
14,20260931,-846.5521911298853,20,True
15,20260932,-845.3658969163694,13,True
16,20260933,-845.3658860735212,18,True
17,20260934,-845.365897484385,21,True
18,20260935,-845.3658989449667,15,True
19,20260936,-845.3659078116342,15,True
