date,p0,p1,p2,refit_date
2023-09-30,3.582569560129815e-18,5.839636013181737e-09,0.9999999941603639,2022-12-31
2023-10-31,2.0492162011007304e-18,1.1156775519754553e-10,0.9999999998884322,2022-12-31
2023-11-30,3.572940607570747e-17,7.757484971307775e-10,0.9999999992242514,2022-12-31
2023-12-31,2.0383610109261154e-10,0.999999999796163,8.684372875763092e-16,2023-12-31
2024-01-31,5.987321569047834e-11,0.9999999999401263,2.9410272582418367e-16,2023-12-31
2024-02-29,1.1469470410166101e-11,0.9999999999885306,2.6301659234614356e-18,2023-12-31
2024-03-31,1.1296794087151746e-11,0.9999999999887033,6.7643548217106785e-19,2023-12-31
2024-04-30,7.178305036942222e-13,0.9999999999992821,2.6915918541391903e-21,2023-12-31
2024-05-31,2.5914367618445735e-12,0.9999999999974085,3.777567768422971e-21,2023-12-31
2024-06-30,3.945484883338825e-12,0.9999999999960545,1.9599967802010806e-18,2023-12-31
2024-07-31,3.1356174937109e-10,0.9999999996864373,8.977703053032365e-16,2023-12-31
2024-08-31,1.1379650131596474e-08,0.9999999886203438,6.071609406900296e-15,2023-12-31
2024-09-30,4.627762207339941e-08,0.9999999537154914,6.88648389364328e-12,2023-12-31
2024-10-31,6.317276910213677e-09,0.9999999936824634,2.596924332843604e-13,2023-12-31
2024-11-30,2.487958263947071e-10,0.9999999997510662,1.3784390338321177e-13,2023-12-31
2024-12-31,3.978041090110923e-18,1.6004190286805854e-14,0.999999999999984,2024-12-31
2025-01-31,4.965717501208613e-19,1.5777913067341903e-14,0.9999999999999842,2024-12-31
2025-02-28,6.58833802699452e-16,9.66509568804189e-13,0.9999999999990329,2024-12-31
2025-03-31,2.3051857864029314e-15,2.5579346154160088e-12,0.9999999999974398,2024-12-31
2025-04-30,2.270282533010407e-13,1.970849089013195e-11,0.9999999999800645,2024-12-31
2025-05-31,1.5433483889541039e-16,9.689088197550114e-13,0.9999999999990309,2024-12-31
2025-06-30,5.518812322515494e-16,1.639777330426907e-11,0.9999999999836017,2024-12-31
2025-07-31,7.655613053861527e-18,3.041655259938741e-12,0.9999999999969584,2024-12-31
2025-08-31,1.5683814065468468e-17,2.1923214849629736e-11,0.9999999999780768,2024-12-31
2025-09-30,4.647254887827414e-17,5.994355904517398e-11,0.9999999999400564,2024-12-31
2025-10-31,1.028713875851072e-15,1.0577945410906189e-10,0.9999999998942195,2024-12-31
2025-11-30,3.151319212803545e-15,5.035099198431952e-10,0.999999999496487,2024-12-31
2025-12-31,8.010793700734311e-11,4.938524530726114e-06,0.9999950613953613,2025-12-31
2026-01-31,5.948299728452097e-11,4.3488022322935344e-06,0.9999956511382847,2025-12-31
2026-03-31,1.997710446652857e-09,7.393482492052679e-05,0.999926063177369,2025-12-31
2026-04-30,6.882782750002429e-09,0.0024665870125338656,0.9975334061046834,2025-12-31
2026-05-31,9.066601945266586e-11,0.00023056723472826863,0.9997694326746057,2025-12-31
2026-06-30,3.0516058751836783e-12,1.6089998553072712e-05,0.9999839099983953,2025-12-31
2026-07-31,1.1412105995367818e-14,3.392115888355396e-07,0.9999996607883997,2025-12-31
