restart,seed,loglik,n_iter,converged
0,20260917,-3449.0246095509337,34,True
1,20260918,-3254.765722624407,31,True
2,20260919,-3348.1171671488974,36,True
3,20260920,-3375.7696613615935,32,True
4,20260921,-3288.5464908363315,38,True
5,20260922,-3255.8087842407735,28,True
6,20260923,-3210.7197884648535,36,True
7,20260924,-3491.6323677853948,67,True
8,20260925,-3261.4633178872305,22,True
9,20260926,-3265.3060045115585,37,True
10,20260927,-3494.424046609938,46,True
11,20260928,-3198.478783292133,40,True
12,20260929,-3352.2894722139486,25,True
13,20260930,-3216.0243656152234,22,True
14,20260931,-3201.9070765239885,28,True
15,20260932,-3371.6151798033766,34,True
16,20260933,-3493.7014914439337,31,True
17,20260934,-3357.962701119256,69,True
18,20260935,-3256.884508724364,39,True
19,20260936,-3169.9150038479747,55,True
