restart,seed,loglik,n_iter,converged
0,20260917,-2117.6018787837374,30,True
1,20260918,-1856.7854250029106,13,True
2,20260919,-2087.4767203608794,50,True
3,20260920,-1816.783930887266,16,True
4,20260921,-1995.1807189853012,42,True
5,20260922,-1859.611002122167,20,True
6,20260923,-2083.6174929889567,17,True
7,20260924,-2011.2892524041222,73,True
8,20260925,-1859.6105580484805,17,True
9,20260926,-1771.5397346305201,38,True
10,20260927,-1833.2030065496058,43,True
11,20260928,-1833.3502790824064,38,True
12,20260929,-1857.7675352522122,19,True
13,20260930,-1867.2998127521134,62,True
14,20260931,-1899.9617498331752,17,True
15,20260932,-1769.2373939168567,23,True
16,20260933,-2062.2288965226007,23,True
17,20260934,-2027.6469879217373,13,True
18,20260935,-1846.4571353006909,24,True
19,20260936,-1794.350426152679,45,True
