restart,seed,loglik,n_iter,converged
0,20260917,-3155.807934851336,36,True
1,20260918,-2997.796186883468,27,True
2,20260919,-2961.0880466489216,45,True
3,20260920,-3054.4838843572784,18,True
4,20260921,-3015.4448060274535,21,True
5,20260922,-3000.3268302295055,34,True
6,20260923,-3205.511786522055,21,True
7,20260924,-3218.409031423715,47,True
8,20260925,-3004.9187350573598,30,True
9,20260926,-3026.447378528975,76,True
10,20260927,-3169.119148266798,61,True
11,20260928,-2890.220799061397,77,True
12,20260929,-2912.252830166965,16,True
13,20260930,-3000.782716842239,19,True
14,20260931,-2950.5986825697432,24,True
15,20260932,-2958.1263406486814,27,True
16,20260933,-2961.2553975062156,40,True
17,20260934,-3216.2242250720733,19,True
18,20260935,-2978.656203709897,35,True
19,20260936,-2918.4753832756287,57,True
