restart,seed,loglik,n_iter,converged
0,20260917,-2935.3745866949757,19,True
1,20260918,-2663.568432579353,23,True
2,20260919,-2615.8468684128397,63,True
3,20260920,-2752.0777773484615,69,True
4,20260921,-2793.5465226595043,51,True
5,20260922,-2698.691411250946,28,True
6,20260923,-3061.9894928875115,22,True
7,20260924,-2958.9351466601097,28,True
8,20260925,-2705.38433186526,31,True
9,20260926,-2714.674857214267,25,True
10,20260927,-2910.634632977589,22,True
11,20260928,-2742.668039092271,28,True
12,20260929,-2660.6155943577364,38,True
13,20260930,-2753.138571935604,11,True
14,20260931,-2671.0937899991677,41,True
15,20260932,-2734.6317682985828,50,True
16,20260933,-2914.2826946262603,26,True
17,20260934,-2958.935192449874,27,True
18,20260935,-2714.6749493074335,25,True
19,20260936,-2738.3332530108287,34,True
