restart,seed,loglik,n_iter,converged
0,20260917,-1260.707581761913,10,True
1,20260918,-1146.6718352764149,43,True
2,20260919,-1152.5583414010355,45,True
3,20260920,-1151.414115230909,25,True
4,20260921,-1204.954995361949,93,True
5,20260922,-1168.358988005106,23,True
6,20260923,-1347.094867709292,14,True
7,20260924,-1336.7402900508619,33,True
8,20260925,-1142.3656160489363,25,True
9,20260926,-1202.8913716195723,19,True
10,20260927,-1449.980778461763,10,True
11,20260928,-1219.105535429352,35,True
12,20260929,-1149.9841062075168,45,True
13,20260930,-1167.5750886431822,21,True
14,20260931,-1125.6259905106695,56,True
15,20260932,-1174.4252436668764,24,True
16,20260933,-1207.6154274149235,32,True
17,20260934,-1309.425274801388,14,True
18,20260935,-1140.072547674716,24,True
19,20260936,-1154.8652653886215,39,True
