restart,seed,loglik,n_iter,converged
0,20260917,-3510.7437246539534,20,True
1,20260918,-3455.2609349717327,25,True
2,20260919,-3435.1871752795682,98,True
3,20260920,-3563.8169532871343,35,True
4,20260921,-3389.9107895573907,78,True
5,20260922,-3478.1018343668743,26,True
6,20260923,-3795.7506219617235,20,True
7,20260924,-3775.3341718960146,45,True
8,20260925,-3470.2164017132095,32,True
9,20260926,-3533.934636909074,46,True
10,20260927,-3706.752192490994,21,True
11,20260928,-3472.3231792337397,31,True
12,20260929,-3484.1691775763034,25,True
13,20260930,-3416.212511281454,37,True
14,20260931,-3527.2719798176013,56,True
15,20260932,-3495.126726142238,64,True
16,20260933,-3775.3803029015085,21,True
17,20260934,-3782.918398490069,13,True
18,20260935,-3481.274962953743,21,True
19,20260936,-3549.0882614928155,61,True
