restart,seed,loglik,n_iter,converged
0,20260917,-3177.7744826272246,18,True
1,20260918,-2836.545134150758,17,True
2,20260919,-2842.8005971574185,25,True
3,20260920,-2675.6322596900777,61,True
4,20260921,-2708.681697336843,38,True
5,20260922,-2810.0445026400616,21,True
6,20260923,-3037.9619531523344,55,True
7,20260924,-2836.2519043473517,51,True
8,20260925,-2851.189933305916,23,True
9,20260926,-2840.349534865301,27,True
10,20260927,-2788.9022355240636,33,True
11,20260928,-2829.8790093671573,41,True
12,20260929,-2914.300146107489,27,True
13,20260930,-2842.4288491803454,47,True
14,20260931,-2810.3802740810834,47,True
15,20260932,-2860.224055316135,37,True
16,20260933,-3012.4092415213754,28,True
17,20260934,-2876.11003466034,62,True
18,20260935,-2828.7655741776366,38,True
19,20260936,-2764.6011504239377,58,True
