restart,seed,loglik,n_iter,converged
0,20260917,-1862.7773698787955,27,True
1,20260918,-1749.6903257895274,18,True
2,20260919,-1845.0428709420653,36,True
3,20260920,-1650.424447282516,42,True
4,20260921,-1732.9462150532374,28,True
5,20260922,-1716.8189845820127,29,True
6,20260923,-1873.1161693394524,40,True
7,20260924,-1767.4710546053789,18,True
8,20260925,-1708.4852608769254,39,True
9,20260926,-1693.0466543939583,66,True
10,20260927,-2058.2004109729473,24,True
11,20260928,-1797.8758542838568,18,True
12,20260929,-1687.634815954793,68,True
13,20260930,-1717.0061711892643,25,True
14,20260931,-1593.6485978742483,55,True
15,20260932,-1687.6348172629719,47,True
16,20260933,-1912.4710927798315,36,True
17,20260934,-2001.1088513648772,15,True
18,20260935,-1723.9077451667144,19,True
19,20260936,-1724.6097728906084,26,True
