restart,seed,loglik,n_iter,converged
0,20260917,-2892.5874187096665,60,True
1,20260918,-2606.7078075244062,22,True
2,20260919,-2707.961568111649,18,True
3,20260920,-2580.2300392227367,57,True
4,20260921,-2702.1539831190357,45,True
5,20260922,-2654.0771063102616,58,True
6,20260923,-2883.509477517463,26,True
7,20260924,-2912.0140110815973,122,True
8,20260925,-2630.7590577172546,19,True
9,20260926,-2490.8607188159244,41,True
10,20260927,-2937.6847020055793,25,True
11,20260928,-2598.943867837225,42,True
12,20260929,-2610.6283477281,28,True
13,20260930,-2632.9445002090356,22,True
14,20260931,-2614.231323422795,30,True
15,20260932,-2659.1389880751985,37,True
16,20260933,-2793.235981953699,42,True
17,20260934,-2681.660795889492,47,True
18,20260935,-2651.441531798776,44,True
19,20260936,-2707.528817377079,37,True
