restart,seed,loglik,n_iter,converged
0,20260917,-2326.0587436419473,24,True
1,20260918,-2058.2557778004934,19,True
2,20260919,-2076.4216795667758,22,True
3,20260920,-2037.7246526979416,34,True
4,20260921,-2093.1550981179935,22,True
5,20260922,-2019.797683188374,20,True
6,20260923,-2334.84471626701,38,True
7,20260924,-2303.62820226369,28,True
8,20260925,-2103.0339886217616,28,True
9,20260926,-2303.614050000956,47,True
10,20260927,-2141.3485929765834,51,True
11,20260928,-2082.400092285401,43,True
12,20260929,-2057.1208119925277,24,True
13,20260930,-2149.8423271941715,31,True
14,20260931,-2146.6970011206063,42,True
15,20260932,-2019.0485948244939,76,True
16,20260933,-2241.748486144268,32,True
17,20260934,-2312.5454656149172,20,True
18,20260935,-2054.3430667107314,34,True
19,20260936,-2071.653025865697,23,True
