factor,state,n,ann_mean,ann_std,sharpe,excess_sharpe,sharpe_p05,sharpe_p95,excludes_zero
Mkt-RF,0,122,0.10749836065573769,0.13065948051427057,0.8227367829156245,0.1551618726552405,0.26413093828988926,1.3955178300029998,True
Mkt-RF,1,28,0.11965714285714288,0.26041344660866333,0.4594891101647213,-0.20808580009566263,-0.9269034732585737,1.871538278518899,False
Mkt-RF,2,67,0.045546268656716425,0.14477710056039841,0.31459580610757804,-0.3529791041528059,-0.3366437624544486,1.0025603735308064,False
Mkt-RF,3,41,0.16653658536585364,0.13226281818096397,1.259133803863122,0.591558893602738,0.6366558638131329,2.0810818063898755,True
SMB,0,122,-0.0006295081967213132,0.08095822262832046,-0.00777571661388106,0.02645891571896923,-0.5269659513287371,0.48708311202128324,False
SMB,1,28,0.08657142857142858,0.1313467239970678,0.6591061119526758,0.6933407442855261,-0.8390706659483229,1.9606944290175399,False
SMB,2,67,-0.01416716417910449,0.07542469426354328,-0.18783190727432914,-0.15359727494147885,-0.9292990887307223,0.5277156859694393,False
SMB,3,41,-0.05391219512195122,0.11308762240609453,-0.47672940658663787,-0.4424947742537876,-1.1070416858844256,0.31648132467496615,False
HML,0,122,0.0340327868852459,0.09536966684016554,0.3568512716132586,0.3855314576651703,-0.16867050477157694,0.8744016865072055,False
HML,1,28,-0.12248571428571428,0.17193019070596782,-0.712415392449528,-0.6837352063976163,-2.37444277035109,0.5870609515419833,False
HML,2,67,-0.035283582089552235,0.09392519382614098,-0.3756562073735345,-0.3469760213216228,-1.1715862034546314,0.3680947523715032,False
HML,3,41,0.02010731707317074,0.12235452048423395,0.16433652793205686,0.19301671398396858,-0.589021693579798,1.2607478880800056,False
RMW,0,122,0.05840655737704918,0.06566228311126841,0.8894993382742417,0.44236435383378275,0.3372567347494488,1.4484765059825717,True
RMW,1,28,0.030342857142857144,0.07464838211495914,0.4064770901012816,-0.040657894339177325,-0.752551416187504,1.8186480089732364,False
RMW,2,67,-0.014328358208955224,0.07819474245513894,-0.1832394066285919,-0.6303743910690508,-0.7543602303064624,0.3867809204856396,False
RMW,3,41,0.03333658536585365,0.08093288004989525,0.4119041030703663,-0.035230881370092615,-0.6397851542503782,1.5796117429431482,False
CMA,0,122,0.018511475409836064,0.056730348133991505,0.3263063954078648,0.28509713661979597,-0.29119937476724156,0.8637626220235385,False
CMA,1,28,-0.004285714285714299,0.06495403014244791,-0.06598072939147089,-0.10718998817953976,-1.1994042730430419,0.7855396856682374,False
CMA,2,67,-0.003922388059701492,0.07189514036149015,-0.05455706797399168,-0.09576632676206057,-0.7233819761189051,0.5394367939231739,False
CMA,3,41,-0.028097560975609753,0.0921685730260512,-0.30484969066048195,-0.3460589494485508,-1.2431137139630726,0.7795853780777039,False
UMD,0,122,0.04500983606557376,0.11156698388276644,0.40343329629552127,0.28786622721265676,-0.042164787589151737,0.8287252881898983,False
UMD,1,28,-0.23082857142857136,0.3130476316513825,-0.7373592645020476,-0.8529263335849121,-1.6509402771899475,1.0882015587934073,False
UMD,2,67,0.06807761194029852,0.12291930216187369,0.5538398831018939,0.4382728140190294,0.047703006649711346,1.2557762879548915,True
UMD,3,41,0.023970731707317075,0.1348615175905613,0.17774330391336737,0.06217623483050287,-0.4938125658450839,1.0949767299206064,False
