refit_date,state,matched_distance,sort_rule_state
2004-12-31,0,0.0,0
2004-12-31,1,0.0,1
2004-12-31,2,0.0,2
2004-12-31,3,0.0,3
2005-12-31,0,0.2660151903786318,0
2005-12-31,1,1.0855514367348942,2
2005-12-31,2,1.1715567869045285,1
2005-12-31,3,1.5808030239172555,3
2006-12-31,0,0.6111473131649967,1
2006-12-31,1,0.4759555503354491,2
2006-12-31,2,0.3244765161255992,0
2006-12-31,3,1.1855345280158769,3
2007-12-31,0,0.07919263160497887,1
2007-12-31,1,0.6253601830243026,2
2007-12-31,2,1.0865900841300353,0
2007-12-31,3,0.29602634328713495,3
2008-12-31,0,5.08642575160255e-05,1
2008-12-31,1,0.8120742115867364,0
2008-12-31,2,0.8545264698042755,2
2008-12-31,3,0.9369133270916726,3
2009-12-31,0,0.8785317338233598,0
2009-12-31,1,2.9717307690897847,1
2009-12-31,2,1.291191934457695,2
2009-12-31,3,1.4721124901663818,3
2010-12-31,0,0.8263076802396778,1
2010-12-31,1,0.789161125827881,0
2010-12-31,2,1.0750431709293982,2
2010-12-31,3,0.5890725994149794,3
2011-12-31,0,0.560663867476951,0
2011-12-31,1,1.1127948677384996,1
2011-12-31,2,0.2879156164897697,2
2011-12-31,3,0.4107689694916066,3
2012-12-31,0,0.11511922648799329,0
2012-12-31,1,0.8841143313340669,1
2012-12-31,2,0.5978728261383792,2
2012-12-31,3,0.3639470220149419,3
2013-12-31,0,0.8256826914200094,1
2013-12-31,1,1.4438346346386544,0
2013-12-31,2,0.2703656457819402,2
2013-12-31,3,0.41079903306492266,3
2014-12-31,0,1.0458601511464176,1
2014-12-31,1,1.3445265881645232,0
2014-12-31,2,0.8789822540869132,2
2014-12-31,3,2.0111789212598565,3
2015-12-31,0,0.3474951862219296,2
2015-12-31,1,0.17084636457889438,0
2015-12-31,2,1.0310707994235269,1
2015-12-31,3,0.6942092718779403,3
2016-12-31,0,1.2227889676694494,1
2016-12-31,1,1.4291251919813917,0
2016-12-31,2,2.3680411909862373,3
2016-12-31,3,0.9717152986682422,2
2017-12-31,0,0.45785757239289065,1
2017-12-31,1,0.4572259655022123,0
2017-12-31,2,0.30897269020046114,3
2017-12-31,3,0.41404052376570905,2
2018-12-31,0,0.7667349822057801,1
2018-12-31,1,1.3367170024942747,0
2018-12-31,2,0.6614370525905952,3
2018-12-31,3,0.47507392390916514,2
2019-12-31,0,0.8868519424079591,1
2019-12-31,1,1.0000654237470394,0
2019-12-31,2,0.7307343640919346,3
2019-12-31,3,0.8004878529012326,2
2020-12-31,0,1.701545182692128,3
2020-12-31,1,1.986411885689714,0
2020-12-31,2,1.1287276105783988,2
2020-12-31,3,0.6592209840596099,1
2021-12-31,0,1.3264754978502722,2
2021-12-31,1,0.6872804526859263,0
2021-12-31,2,1.1186121689479336,3
2021-12-31,3,1.4282910061568956,1
2022-12-31,0,0.08363164435272975,1
2022-12-31,1,0.5779161719248056,0
2022-12-31,2,0.6951197482899817,3
2022-12-31,3,1.5052767584857074,2
2023-12-31,0,0.36921347795835674,1
2023-12-31,1,1.4190155470764967,0
2023-12-31,2,0.8339124469473159,3
2023-12-31,3,0.8061530134378107,2
2024-12-31,0,0.7459532431584968,1
2024-12-31,1,2.2109335026075585,0
2024-12-31,2,1.179951108157021,3
2024-12-31,3,0.7831194089739859,2
2025-12-31,0,0.28646413597187725,2
2025-12-31,1,1.3806802013812338,0
2025-12-31,2,1.1685182460168646,3
2025-12-31,3,0.7456441229937073,1
