restart,seed,loglik,n_iter,converged
0,20260917,-3559.9605383305507,56,True
1,20260918,-3383.124865306699,77,True
2,20260919,-3379.3190220914144,146,True
3,20260920,-3415.2354759045134,21,True
4,20260921,-3398.5270084536464,51,True
5,20260922,-3385.4165221693233,25,True
6,20260923,-3291.7100966822004,76,True
7,20260924,-3374.645696024989,108,True
8,20260925,-3383.12486774718,74,True
9,20260926,-3396.5334030723366,30,True
10,20260927,-3611.311688822335,38,True
11,20260928,-3326.6954538490404,38,True
12,20260929,-3386.7325078860563,64,True
13,20260930,-3442.2203399599125,18,True
14,20260931,-3394.7806576067815,23,True
15,20260932,-3394.832583169816,48,True
16,20260933,-3510.8508439010457,56,True
17,20260934,-3673.700369108567,19,True
18,20260935,-3390.529312579628,20,True
19,20260936,-3454.225946216112,42,True
