from_state,to_0,to_1,to_2,to_3
0,0.9717435732868094,0.009418944695271884,0.009418884556879541,0.009418597461039107
1,0.07711724014363289,0.9035939587445188,0.019288801111848386,4.2049992258255266e-197
2,1.0067464321351608e-145,0.01973460495405158,0.9671081309185843,0.013157264127364022
3,1.7635985022333585e-152,0.016416877805116838,0.032830151077605514,0.9507529711172776
