refit_date,state,expected_duration
2004-12-31,0,25.50502783166171
2004-12-31,1,19.963017085070017
2004-12-31,2,inf
2004-12-31,3,14.687086947041317
2005-12-31,0,21.55847495578041
2005-12-31,1,28.436547887420268
2005-12-31,2,41.92616409681376
2005-12-31,3,18.53971937658209
2006-12-31,0,63.93672792327993
2006-12-31,1,58.06255046528248
2006-12-31,2,38.00691070730762
2006-12-31,3,inf
2007-12-31,0,60.999998477734
2007-12-31,1,37.47717107271777
2007-12-31,2,27.045809553597717
2007-12-31,3,19.999915424152086
2008-12-31,0,61.00184986177645
2008-12-31,1,30.62307931539064
2008-12-31,2,22.436024691089063
2008-12-31,3,23.93830378977235
2009-12-31,0,37.00091221413884
2009-12-31,1,17.43352551836223
2009-12-31,2,70.09685958672485
2009-12-31,3,85.0202032472303
2010-12-31,0,33.582891568327035
2010-12-31,1,13.013670637786467
2010-12-31,2,30.51912686091358
2010-12-31,3,42.37839991878755
2011-12-31,0,25.55351552264759
2011-12-31,1,18.73001565266843
2011-12-31,2,33.36307997567952
2011-12-31,3,31.891148746536167
2012-12-31,0,17.351151282307864
2012-12-31,1,14.523733521108376
2012-12-31,2,53.79606583304598
2012-12-31,3,24.77739182221663
2013-12-31,0,27.50005335114195
2013-12-31,1,12.6443602968145
2013-12-31,2,53.41487769787913
2013-12-31,3,15.624698670771515
2014-12-31,0,53.26672454748868
2014-12-31,1,17.81343929314638
2014-12-31,2,32.89903362014104
2014-12-31,3,26.345653508758218
2015-12-31,0,122.01794060898436
2015-12-31,1,17.708629082393916
2015-12-31,2,56.01129587987853
2015-12-31,3,28.45977646469492
2016-12-31,0,61.89100181756758
2016-12-31,1,13.404285787010004
2016-12-31,2,50.23372764029913
2016-12-31,3,35.966423386078404
2017-12-31,0,37.601549840922786
2017-12-31,1,15.171995620192261
2017-12-31,2,23.542022335624548
2017-12-31,3,43.73314204496746
2018-12-31,0,19.344285361231425
2018-12-31,1,19.565106989072284
2018-12-31,2,39.534843769081746
2018-12-31,3,46.31507056970649
2019-12-31,0,18.569352310986122
2019-12-31,1,26.711911665187383
2019-12-31,2,44.700686713487514
2019-12-31,3,85.1010678012261
2020-12-31,0,35.44457508123777
2020-12-31,1,13.317913194190186
2020-12-31,2,26.751026090335035
2020-12-31,3,48.401393056997385
2021-12-31,0,35.390179025473934
2021-12-31,1,10.372793934665834
2021-12-31,2,30.402650500789303
2021-12-31,3,20.305793520689654
2022-12-31,0,27.462778312523096
2022-12-31,1,10.448984656802793
2022-12-31,2,36.56285278508861
2022-12-31,3,42.53714907931989
2023-12-31,0,32.112256450394334
2023-12-31,1,12.809364238447309
2023-12-31,2,59.06896661311353
2023-12-31,3,142.09335858490388
2024-12-31,0,44.996196571214114
2024-12-31,1,16.1079844791482
2024-12-31,2,25.658433572294417
2024-12-31,3,78.31023424330483
2025-12-31,0,32.989297708075455
2025-12-31,1,9.98818120294519
2025-12-31,2,25.213178326175132
2025-12-31,3,45.407919845836176
