restart,seed,loglik,n_iter,converged
0,20260917,-3880.7689780857395,42,True
1,20260918,-3478.365500321229,69,True
2,20260919,-3449.6315982273595,134,True
3,20260920,-3551.7356507928735,30,True
4,20260921,-3540.9875643786695,24,True
5,20260922,-3558.593370165802,30,True
6,20260923,-3801.744358505288,62,True
7,20260924,-3860.2767409897206,168,True
8,20260925,-3564.5430657092147,58,True
9,20260926,-3910.5007245553684,50,True
10,20260927,-3794.0720271483424,39,True
11,20260928,-3566.635189965444,86,True
12,20260929,-3457.536605051275,43,True
13,20260930,-3619.66202838717,23,True
14,20260931,-3688.9562225110226,44,True
15,20260932,-3435.080789835502,39,True
16,20260933,-3674.255621989855,57,True
17,20260934,-3946.787256030379,43,True
18,20260935,-3494.3600308472733,27,True
19,20260936,-3581.7860555242764,50,True
