restart,seed,loglik,n_iter,converged
0,20260917,-3150.156066162999,57,True
1,20260918,-3093.000419155366,26,True
2,20260919,-3186.898186667692,66,True
3,20260920,-3200.070122313901,43,True
4,20260921,-3146.6653400345976,91,True
5,20260922,-3061.4122774584403,48,True
6,20260923,-3357.9505227746786,32,True
7,20260924,-3136.8168155653775,27,True
8,20260925,-3142.917713618327,21,True
9,20260926,-3375.3065757570116,115,True
10,20260927,-3422.0451909665667,51,True
11,20260928,-3124.6202057493465,23,True
12,20260929,-3069.3042783233286,32,True
13,20260930,-3200.7540773881956,30,True
14,20260931,-3190.6217909540105,74,True
15,20260932,-3100.7076473308143,98,True
16,20260933,-3330.1712450221626,19,True
17,20260934,-3427.5423514502154,43,True
18,20260935,-3144.629904997829,24,True
19,20260936,-3082.2223320714174,63,True
