restart,seed,loglik,n_iter,converged
0,20260917,-1413.8788684095982,73,True
1,20260918,-1418.8946827371103,31,True
2,20260919,-1474.0923025371953,29,True
3,20260920,-1452.3415544942493,22,True
4,20260921,-1471.2039379054918,22,True
5,20260922,-1408.1629690175037,37,True
6,20260923,-1646.6809188032057,46,True
7,20260924,-1554.6742974290553,40,True
8,20260925,-1409.8342382219093,14,True
9,20260926,-1503.734213519669,42,True
10,20260927,-1607.7090673113075,55,True
11,20260928,-1354.0208026188732,36,True
12,20260929,-1429.5217089283672,25,True
13,20260930,-1467.3227405765078,67,True
14,20260931,-1442.1007385977794,24,True
15,20260932,-1350.417624405254,37,True
16,20260933,-1522.6987988629323,12,True
17,20260934,-1643.3139332136766,31,True
18,20260935,-1406.5220430286688,16,True
19,20260936,-1478.8995337800611,25,True
