from_state,to_0,to_1,to_2,to_3
0,0.9717869378400493,0.014119236980993051,0.007046335157753954,0.0070474900212035355
1,0.07508683871255756,0.9249131612874425,3.1874485937567373e-215,6.6536624614539266e-245
2,3.315300675440246e-174,0.024919891776195646,0.9626182563381637,0.012461851885640756
3,0.010330339507414937,1.0199085946594227e-62,0.01033022286157308,0.9793394376310119
