from_state,to_0,to_1,to_2,to_3
0,0.9696871388760965,0.007578699222475178,0.022734161901428233,1.3064195180749368e-224
1,0.0800944531427015,0.8998816721802031,0.0200238746770954,2.453710478573812e-94
2,7.123246156258742e-108,0.009914330465179134,0.9603382014332621,0.02974746810155868
3,1.03242479827944e-115,0.022022589966576033,3.859269640751044e-35,0.977977410033424
