from_state,to_0,to_1,to_2,to_3
0,0.9461478255540247,1.6414301408117486e-100,0.040394115950843815,0.01345805849513152
1,0.03743648199103856,0.9625635180089614,1.5632524366304534e-243,0.0
2,0.0074645688416314065,0.014906452131929445,0.9776289790264392,1.0411789501708898e-143
3,1.20811843173886e-37,3.868627663706007e-200,0.011750733872526124,0.988249266127474
