restart,seed,loglik,n_iter,converged
0,20260917,-1426.4987155485799,59,True
1,20260918,-1263.0379997477078,13,True
2,20260919,-1333.3666571413048,87,True
3,20260920,-1216.2868176017257,14,True
4,20260921,-1351.531184150958,35,True
5,20260922,-1197.0836558616738,47,True
6,20260923,-1468.0979119529313,52,True
7,20260924,-1233.2504487973765,40,True
8,20260925,-1245.7267501415936,28,True
9,20260926,-1292.303647309502,31,True
10,20260927,-1569.797642518404,15,True
11,20260928,-1217.5198364359474,55,True
12,20260929,-1266.236318940083,28,True
13,20260930,-1225.9499526392854,21,True
14,20260931,-1165.8651361279444,21,True
15,20260932,-1242.5551824166555,70,True
16,20260933,-1389.4267216528517,15,True
17,20260934,-1426.9493379076212,11,True
18,20260935,-1199.8506823118157,16,True
19,20260936,-1208.893761876774,36,True
