restart,seed,loglik,n_iter,converged
0,20260917,-2366.9013506278716,29,True
1,20260918,-2134.3795449537565,17,True
2,20260919,-2143.2888721907293,55,True
3,20260920,-2181.51524255404,58,True
4,20260921,-2077.0383478374497,25,True
5,20260922,-2142.6415231961805,20,True
6,20260923,-2377.112092069651,11,True
7,20260924,-2377.4174200903794,124,True
8,20260925,-2142.3553179677524,31,True
9,20260926,-2151.473914633203,48,True
10,20260927,-2372.65079045929,14,True
11,20260928,-2175.6945677423155,36,True
12,20260929,-2131.975157518154,26,True
13,20260930,-2232.5536234149336,29,True
14,20260931,-2165.016014432217,32,True
15,20260932,-2240.995199149327,45,True
16,20260933,-2436.519556675946,34,True
17,20260934,-2370.373054432181,21,True
18,20260935,-2092.5409270743794,12,True
19,20260936,-2078.1557346200143,25,True
