restart,seed,loglik,n_iter,converged
0,20260917,-1717.707721414131,9,True
1,20260918,-1456.5144862450927,28,True
2,20260919,-1504.5334088186419,72,True
3,20260920,-1647.7750429010405,15,True
4,20260921,-1494.755258589663,20,True
5,20260922,-1549.311497542792,22,True
6,20260923,-1743.2951241997057,17,True
7,20260924,-1710.054063414888,24,True
8,20260925,-1544.9357569251877,30,True
9,20260926,-1539.8762976745597,31,True
10,20260927,-1605.3423278767636,26,True
11,20260928,-1623.7102565967898,57,True
12,20260929,-1581.3996735720737,28,True
13,20260930,-1578.8587783412834,25,True
14,20260931,-1546.8317812033888,52,True
15,20260932,-1509.4649213247574,39,True
16,20260933,-1636.807501755962,11,True
17,20260934,-1709.1379012084847,13,True
18,20260935,-1513.4481613318444,19,True
19,20260936,-1508.4742902055536,46,True
