factor,state_a,state_b,sharpe_diff,diff_p05,diff_p95,excludes_zero,n_a,n_b
Mkt-RF,0,1,0.020993258892628264,-2.268348034903186,2.021051084965818,False,21,18
Mkt-RF,0,2,-0.7818470650138087,-2.462558741929617,0.46726640405975367,False,21,142
Mkt-RF,0,3,0.13048338762483103,-1.582342128756927,1.3590490933394805,False,21,77
Mkt-RF,1,2,-0.802840323906437,-2.481659877387382,0.5190662191131981,False,18,142
Mkt-RF,1,3,0.10949012873220276,-1.612524977423809,1.4574084314194256,False,18,77
Mkt-RF,2,3,0.9123304526386398,0.1262539126212031,1.7009416613091417,True,142,77
SMB,0,1,2.1278813392630003,-0.1657962005233647,3.8722936821689196,False,21,18
SMB,0,2,1.6206572459876825,0.1383198252626675,2.860312165350359,True,21,142
SMB,0,3,1.248320303254891,-0.14448945208615716,2.541398306538819,False,21,77
SMB,1,2,-0.507224093275318,-1.858348033533598,1.0715099754283832,False,18,142
SMB,1,3,-0.8795610360081094,-2.2154942681833956,0.8301352339139425,False,18,77
SMB,2,3,-0.37233694273279144,-1.0904627526919672,0.3967672962492955,False,142,77
HML,0,1,-0.738671576234728,-3.178031506253467,1.6194066304501464,False,21,18
HML,0,2,-0.7028501885740202,-2.0931151404210286,1.4859803494508386,False,21,142
HML,0,3,-0.42415817820303636,-2.0300798807669675,1.9128310601221958,False,21,77
HML,1,2,0.035821387660707915,-1.3518448516962138,2.3478905025943657,False,18,142
HML,1,3,0.31451339803169165,-1.2595922521131135,2.637081218567899,False,18,77
HML,2,3,0.2786920103709838,-0.7229054285150305,1.276471333146834,False,142,77
RMW,0,1,-1.6749294840355589,-3.3269759999352946,0.08658268183051022,False,21,18
RMW,0,2,-1.302246414132526,-2.305956809020468,-0.12032136677332517,True,21,142
RMW,0,3,-1.4490009098319738,-2.422089039997457,-0.3090744369207322,True,21,77
RMW,1,2,0.3726830699030328,-0.9831182877305404,1.770562635327523,False,18,142
RMW,1,3,0.22592857420358503,-1.108326992831732,1.6453254095959797,False,18,77
RMW,2,3,-0.14675449569944773,-0.8382506242950033,0.6176360373766419,False,142,77
CMA,0,1,-0.6626784410184099,-2.6757803386102017,1.80437654708604,False,21,18
CMA,0,2,-0.4926443495157607,-1.835558047732162,1.8550486161370572,False,21,142
CMA,0,3,-1.3021271516863835,-2.902522453926456,1.1662505139400812,False,21,77
CMA,1,2,0.1700340915026492,-0.9996564747388335,1.6680439794291375,False,18,142
CMA,1,3,-0.6394487106679735,-1.8277360897887531,1.0466505845250729,False,18,77
CMA,2,3,-0.8094828021706226,-1.8173317981425046,0.18799231135964836,False,142,77
UMD,0,1,-1.5193094602225676,-3.075372472895366,0.8913728787386428,False,21,18
UMD,0,2,0.20999970112668137,-1.0050039732638658,1.6789773403132724,False,21,142
UMD,0,3,-0.052925614316372105,-1.4720939726381275,1.6837964488839827,False,21,77
UMD,1,2,1.7293091613492488,-0.4935149515128004,2.8946131837637115,False,18,142
UMD,1,3,1.4663838459061955,-0.7717907208788434,2.789725373045627,False,18,77
UMD,2,3,-0.2629253154430535,-1.1156232730188018,0.6300979114302566,False,142,77
