restart,seed,loglik,n_iter,converged
0,20260917,-2231.2650434741768,29,True
1,20260918,-2234.9455122167933,13,True
2,20260919,-2554.8894438169978,33,True
3,20260920,-2185.0823638363668,20,True
4,20260921,-2145.818383124573,40,True
5,20260922,-2234.9455774684243,46,True
6,20260923,-2499.0875172039478,23,True
7,20260924,-2208.93090461219,27,True
8,20260925,-2234.9455751528235,20,True
9,20260926,-2230.8476209544388,24,True
10,20260927,-2485.4761266135483,27,True
11,20260928,-2206.5628516273287,55,True
12,20260929,-2208.9309138165663,23,True
13,20260930,-2225.3462515103856,40,True
14,20260931,-2238.1549368402184,19,True
15,20260932,-2243.1395061371213,44,True
16,20260933,-2470.8144873918886,65,True
17,20260934,-2483.3678034951445,28,True
18,20260935,-2213.6863258813373,25,True
19,20260936,-2162.538114105966,23,True
