restart,seed,loglik,n_iter,converged
0,20260917,-2205.1581135162346,7,True
1,20260918,-1950.5686894834294,21,True
2,20260919,-2268.053429377635,16,True
3,20260920,-1936.058023410896,98,True
4,20260921,-1919.0343303394093,64,True
5,20260922,-1912.3628283733478,20,True
6,20260923,-2196.120349809417,22,True
7,20260924,-1867.989346274873,71,True
8,20260925,-1951.0660253043407,18,True
9,20260926,-1918.0709568784523,95,True
10,20260927,-1995.2259341502665,50,True
11,20260928,-1953.8510000616075,18,True
12,20260929,-1955.5857609010413,22,True
13,20260930,-1923.5414092620736,19,True
14,20260931,-1920.5225682245064,84,True
15,20260932,-1970.2575929932286,17,True
16,20260933,-2251.9072203077167,24,True
17,20260934,-2186.9041355084028,17,True
18,20260935,-1878.9041406391157,16,True
19,20260936,-1986.8161305585145,55,True
