restart,seed,loglik,n_iter,converged
0,20260917,-2625.49566713556,18,True
1,20260918,-2391.162851157247,44,True
2,20260919,-2503.086251864301,54,True
3,20260920,-2398.404140045502,22,True
4,20260921,-2438.2168471503783,53,True
5,20260922,-2414.2568077712654,61,True
6,20260923,-2610.663761208475,34,True
7,20260924,-2434.928497917043,49,True
8,20260925,-2456.572714713256,24,True
9,20260926,-2357.868689661956,82,True
10,20260927,-2578.9641948372837,13,True
11,20260928,-2448.6973167215547,64,True
12,20260929,-2512.4652989385568,30,True
13,20260930,-2453.030210432619,28,True
14,20260931,-2322.66755705866,29,True
15,20260932,-2372.8386063553835,36,True
16,20260933,-2636.8455430943454,63,True
17,20260934,-2746.8240560466434,42,True
18,20260935,-2482.4609488954916,30,True
19,20260936,-2284.143872357255,51,True
